Date,Open,High,Low,Close,Volume,Adj Close
2015-02-27,554.23999,564.71002,552.90002,558.40002,2403600,558.40002
2015-02-26,543.21002,556.14001,541.50,555.47998,2305200,555.47998
2015-02-25,535.90002,546.21997,535.44501,543.87,1821000,543.87
2015-02-24,530.00,536.78998,528.25,536.09003,1002300,536.09003
2015-02-23,536.04999,536.43903,529.40997,531.90997,1453900,531.90997
2015-02-20,543.13,543.75,535.79999,538.95001,1440400,538.95001
2015-02-19,538.03998,543.10999,538.01001,542.87,986400,542.87
2015-02-18,541.40002,545.48999,537.51001,539.70001,1449100,539.70001
2015-02-17,546.83002,550.00,541.09003,542.84003,1612400,542.84003
2015-02-13,543.34998,549.90997,543.13,549.01001,1895100,549.01001
2015-02-12,537.25,544.82001,534.67297,542.92999,1615800,542.92999
2015-02-11,535.29999,538.45001,533.37799,535.96997,1374000,535.96997
2015-02-10,529.29999,537.70001,526.91998,536.94,1745100,536.94
2015-02-09,528.00,532.00,526.02002,527.83002,1264300,527.83002
2015-02-06,527.64001,537.20001,526.40997,531.00,1744600,531.00
2015-02-05,523.78998,528.50,522.09003,527.58002,1844700,527.58002
2015-02-04,529.23999,532.672,521.27002,522.76001,1659100,522.76001
2015-02-03,528.00,533.40002,523.26001,529.23999,2033100,529.23999
2015-02-02,531.72998,533.00,518.54999,528.47998,2842000,528.47998
2015-01-30,515.85999,539.87,515.52002,534.52002,5591000,534.52002
2015-01-29,511.00,511.09,501.20001,510.66,4174900,510.66
2015-01-28,522.78003,522.98999,510.00,510.00,1679200,510.00
2015-01-27,529.96997,530.70001,518.19,518.63,1898800,518.63
2015-01-26,538.53003,539.00,529.66998,535.21002,1539500,535.21002
2015-01-23,535.59003,542.16998,533.00,539.95001,2275500,539.95001
2015-01-22,521.47998,536.33002,519.70001,534.39001,2669600,534.39001
2015-01-21,507.25,519.28003,506.20001,518.03998,2262500,518.03998
2015-01-20,511.00,512.50,506.01599,506.89999,2221800,506.89999
2015-01-16,500.01001,508.19,500.00,508.07999,2292000,508.07999
2015-01-15,505.57001,505.67999,497.76001,501.79001,2708400,501.79001
2015-01-14,494.64999,503.23001,493.00,500.87,2229600,500.87
2015-01-13,498.84,502.98001,492.39001,496.17999,2364000,496.17999
2015-01-12,494.94,495.97601,487.56,492.54999,2316000,492.54999
2015-01-09,504.76001,504.92001,494.79001,496.17001,2063700,496.17001
2015-01-08,497.98999,503.48001,491.00,502.67999,3344400,502.67999
2015-01-07,507.00,507.24399,499.64999,501.10001,2059400,501.10001
2015-01-06,515.00,516.17499,501.04999,501.95999,2892000,501.95999
2015-01-05,523.26001,524.33002,513.06,513.87,2054200,513.87
2015-01-02,529.01001,531.27002,524.09998,524.81,1443600,524.81
2014-12-31,531.25,532.59998,525.79999,526.40002,1364500,526.40002
2014-12-30,528.09003,531.15002,527.13,530.41998,873900,530.41998
2014-12-29,532.19,535.47998,530.01099,530.33002,2272300,530.33002
2014-12-26,528.77002,534.25,527.31,534.03003,1033200,534.03003
2014-12-24,530.51001,531.75897,527.02002,528.77002,704000,528.77002
2014-12-23,527.00,534.56,526.28998,530.59003,2191600,530.59003
2014-12-22,516.08002,526.46002,516.08002,524.87,2716300,524.87
2014-12-19,511.51001,517.71997,506.91101,516.34998,3680100,516.34998
2014-12-18,512.95001,513.87,504.70001,511.10001,2918700,511.10001
2014-12-17,497.00,507.00,496.81,504.89001,2875300,504.89001
2014-12-16,511.56,513.04999,489.00,495.39001,3953400,495.39001
2014-12-15,522.73999,523.09998,513.27002,513.79999,2805700,513.79999
2014-12-12,523.51001,528.50,518.65997,518.65997,1989100,518.65997
2014-12-11,527.79999,533.91998,527.09998,528.34003,1606400,528.34003
2014-12-10,533.08002,536.33002,525.56,526.06,1707600,526.06
2014-12-09,522.14001,534.19,520.50,533.37,1866200,533.37
2014-12-08,527.13,531.00,523.78998,526.97998,2323000,526.97998
2014-12-05,531.00,532.89001,524.28003,525.26001,2558600,525.26001
2014-12-04,531.15997,537.34003,528.59003,537.31,1388300,537.31
2014-12-03,531.44,535.99597,529.26001,531.32001,1274500,531.32001
2014-12-02,533.51001,535.50,529.79999,533.75,1521600,533.75
2014-12-01,538.90002,541.40997,531.85999,533.79999,2109600,533.79999
2014-11-28,540.62,542.00,536.59998,541.83002,1145200,541.83002
2014-11-26,540.88,541.54999,537.04199,540.37,1518800,540.37
2014-11-25,539.00,543.97998,538.60199,541.08002,1784200,541.08002
2014-11-24,537.65002,542.70001,535.62,539.27002,1701300,539.27002
2014-11-21,541.60999,542.14001,536.56,537.50,2217600,537.50
2014-11-20,531.25,535.10999,531.08002,534.83002,1557700,534.83002
2014-11-19,535.00,538.23999,530.08002,536.98999,1387800,536.98999
2014-11-18,537.50,541.94,534.16998,535.03003,1957300,535.03003
2014-11-17,543.58002,543.78998,534.06097,536.51001,1721100,536.51001
2014-11-14,546.67999,546.67999,542.15002,544.40002,1285700,544.40002
2014-11-13,549.79999,549.79999,543.47998,545.38,1335700,545.38
2014-11-12,550.39001,550.46002,545.16998,547.31,1126300,547.31
2014-11-11,548.48999,551.94,546.29999,550.28998,962900,550.28998
2014-11-10,541.46002,549.59003,541.02002,547.48999,1131500,547.48999
2014-11-07,546.21002,546.21002,538.66998,541.01001,1629300,541.01001
2014-11-06,545.50,546.88501,540.96997,542.03998,1329600,542.03998
2014-11-05,556.79999,556.79999,544.04999,545.91998,2026700,545.91998
2014-11-04,553.00,555.50,549.29999,554.10999,1240800,554.10999
2014-11-03,555.50,557.90002,553.22998,555.21997,1378500,555.21997
2014-10-31,559.34998,559.57001,554.75,559.08002,2029500,559.08002
2014-10-30,548.95001,552.79999,543.51001,550.31,1451500,550.31
2014-10-29,550.00,554.19,546.97998,549.33002,1765700,549.33002
2014-10-28,543.00,548.97998,541.62,548.90002,1267500,548.90002
2014-10-27,537.03003,544.40997,537.03003,540.77002,1182100,540.77002
2014-10-24,544.35999,544.88,535.78998,539.78003,1967700,539.78003
2014-10-23,539.32001,547.21997,535.84998,543.97998,2342400,543.97998
2014-10-22,529.89001,539.79999,528.79999,532.71002,2911300,532.71002
2014-10-21,525.19,526.78998,519.10999,526.53998,2329900,526.53998
2014-10-20,509.45001,521.76001,508.10001,520.84003,2600400,520.84003
2014-10-17,527.25,530.97998,508.53,511.17001,5524200,511.17001
2014-10-16,519.00,529.42999,515.00,524.51001,3698400,524.51001
2014-10-15,531.01001,532.79999,518.29999,530.03003,3709200,530.03003
2014-10-14,538.90002,547.19,533.16998,537.94,2216500,537.94
2014-10-13,544.98999,549.50,533.09998,533.21002,2574600,533.21002
2014-10-10,557.71997,565.13,544.04999,544.48999,3073500,544.48999
2014-10-09,571.17999,571.48999,559.06,560.88,2517900,560.88
2014-10-08,565.57001,573.88,557.48999,572.50,1985400,572.50
2014-10-07,574.40002,575.27002,563.73999,563.73999,1906100,563.73999
2014-10-06,578.79999,581.00,574.44,577.34998,1211300,577.34998
2014-10-03,573.04999,577.22498,572.50,575.28003,1138600,575.28003
2014-10-02,567.31,571.90997,563.32001,570.08002,1175200,570.08002
2014-10-01,576.01001,577.58002,567.01001,568.27002,1441500,568.27002
2014-09-30,576.92999,579.84998,572.84998,577.35999,1617300,577.35999
2014-09-29,571.75,578.19,571.16998,576.35999,1278900,576.35999
2014-09-26,576.06,579.25,574.65997,577.09998,1439700,577.09998
2014-09-25,587.54999,587.97998,574.17999,575.06,1920700,575.06
2014-09-24,581.46002,589.63,580.52002,587.98999,1723400,587.98999
2014-09-23,586.84998,586.84998,581.00,581.13,1467400,581.13
2014-09-22,593.82001,593.94897,583.46002,587.37,1684900,587.37
2014-09-19,591.50,596.47998,589.50,596.08002,3726400,596.08002
2014-09-18,587.00,589.53998,585.00,589.27002,1440600,589.27002
2014-09-17,580.01001,587.52002,578.77502,584.77002,1688200,584.77002
2014-09-16,572.76001,581.50,572.65997,579.95001,1476300,579.95001
2014-09-15,572.94,574.95001,568.21002,573.09998,1593200,573.09998
2014-09-12,581.00,581.64001,574.46002,575.62,1597300,575.62
2014-09-11,580.35999,581.81,576.26001,581.34998,1217700,581.34998
2014-09-10,581.50,583.50,576.94,583.09998,974700,583.09998
2014-09-09,588.90002,589.00,580.00,581.01001,1283700,581.01001
2014-09-08,586.59998,591.77002,586.29999,589.71997,1427100,589.71997
2014-09-05,583.97998,586.54999,581.95001,586.08002,1627900,586.08002
2014-09-04,580.00,586.00,579.21997,581.97998,1454200,581.97998
2014-09-03,580.00,582.98999,575.00,577.94,1211800,577.94
2014-09-02,571.84998,577.83002,571.19,577.33002,1574100,577.33002
2014-08-29,571.33002,572.03998,567.06897,571.59998,1080800,571.59998
2014-08-28,569.56,573.25,567.09998,569.20001,1289400,569.20001
2014-08-27,577.27002,578.48999,570.10303,571.00,1698700,571.00
2014-08-26,581.26001,581.79999,576.58002,577.85999,1635200,577.85999
2014-08-25,584.71997,585.00,579.00,580.20001,1357700,580.20001
2014-08-22,583.59003,585.23602,580.64001,582.56,786900,582.56
2014-08-21,583.82001,584.50,581.14001,583.37,912300,583.37
2014-08-20,585.88,586.70001,582.57001,584.48999,1033900,584.48999
2014-08-19,585.00,587.34003,584.00,586.85999,976000,586.85999
2014-08-18,576.10999,584.51001,576.00,582.15997,1280600,582.15997
2014-08-15,577.85999,579.38,570.52002,573.47998,1515000,573.47998
2014-08-14,576.17999,577.90002,570.88,574.65002,982800,574.65002
2014-08-13,567.31,575.00,565.75,574.78003,1437900,574.78003
2014-08-12,564.52002,565.90002,560.88,562.72998,1537800,562.72998
2014-08-11,569.98999,570.48999,566.00,567.88,1211400,567.88
2014-08-08,563.56,570.25,560.34998,568.77002,1490700,568.77002
2014-08-07,568.00,569.89001,561.09998,563.35999,1107900,563.35999
2014-08-06,561.78003,570.70001,560.00,566.37402,1330700,566.37402
2014-08-05,570.04999,571.97998,562.60999,565.07001,1547000,565.07001
2014-08-04,569.03998,575.34998,564.09998,573.15002,1423400,573.15002
2014-08-01,570.40002,575.96002,562.84998,566.07001,1949900,566.07001
2014-07-31,580.59998,583.65002,570.00,571.59998,2097000,571.59998
2014-07-30,586.54999,589.50,584.00,587.41998,1013700,587.41998
2014-07-29,588.75,589.70001,583.51501,585.60999,1346200,585.60999
2014-07-28,588.07001,592.50,584.75299,590.59998,984100,590.59998
2014-07-25,590.40002,591.85999,587.03003,589.02002,929900,589.02002
2014-07-24,596.45001,599.50,591.77002,593.34998,1032300,593.34998
2014-07-23,593.22998,597.84998,592.50,595.97998,1229800,595.97998
2014-07-22,590.71997,599.65002,590.59998,594.73999,1694500,594.73999
2014-07-21,591.75,594.40002,585.23297,589.46997,2056500,589.46997
2014-07-18,593.00,596.79999,582.00,595.08002,4003200,595.08002
2014-07-17,579.53003,580.98999,568.60999,573.72998,3008300,573.72998
2014-07-16,588.00,588.40002,582.20001,582.65997,1393300,582.65997
2014-07-15,585.73999,585.80499,576.56,584.78003,1618600,584.78003
2014-07-14,582.59998,585.21002,578.03003,584.87,1849000,584.87
2014-07-11,571.90997,580.84998,571.41998,579.17999,1617300,579.17999
2014-07-10,565.90997,576.59003,565.01001,571.09998,1353000,571.09998
2014-07-09,571.58002,576.71997,569.37598,576.08002,1113700,576.08002
2014-07-08,577.65997,579.52802,566.13501,571.09003,1904300,571.09003
2014-07-07,583.76001,586.42999,579.59003,582.25,1061700,582.25
2014-07-03,583.34998,585.01001,580.91998,584.72998,712200,584.72998
2014-07-02,583.34998,585.44,580.39001,582.33502,1053500,582.33502
2014-07-01,578.32001,584.40002,576.65002,582.66998,1444000,582.66998
2014-06-30,578.65997,579.57001,574.75,575.28003,1310200,575.28003
2014-06-27,577.17999,579.87,573.79999,577.23999,2230800,577.23999
2014-06-26,581.00,582.45001,571.84998,576.00,1737200,576.00
2014-06-25,565.26001,579.96002,565.21997,578.65002,1964000,578.65002
2014-06-24,565.19,572.646,561.01001,564.62,2201100,564.62
2014-06-23,555.15002,565.00,554.25,564.95001,1532600,564.95001
2014-06-20,556.84998,557.58002,550.39203,556.35999,4496000,556.35999
2014-06-19,554.23999,555.00,548.51001,554.90002,2450100,554.90002
2014-06-18,544.85999,553.56,544.00,553.37,1737000,553.37
2014-06-17,544.20001,545.32001,539.33002,543.01001,1440600,543.01001
2014-06-16,549.26001,549.62,541.52002,544.28003,1697900,544.28003
2014-06-13,552.26001,552.29999,545.56,551.76001,1217200,551.76001
2014-06-12,557.29999,557.98999,548.46002,551.34998,1454500,551.34998
2014-06-11,558.00,559.88,555.02002,558.84003,1097100,558.84003
2014-06-10,560.51001,563.59998,557.90002,560.54999,1348000,560.54999
2014-06-09,557.15002,562.90002,556.03998,562.12,1463500,562.12
2014-06-06,558.06,558.06,548.92999,556.33002,1732000,556.33002
2014-06-05,546.40002,554.95001,544.45001,553.90002,1684500,553.90002
2014-06-04,541.50,548.60999,538.75,544.65997,1811500,544.65997
2014-06-03,550.98999,552.34003,542.54999,544.94,1861500,544.94
2014-06-02,560.70001,560.90002,545.72998,553.92999,1431100,553.92999
2014-05-30,560.79999,561.34998,555.90997,559.89001,1766300,559.89001
2014-05-29,563.34998,564.00,558.71002,560.08002,1350400,560.08002
2014-05-28,564.57001,567.84003,561.00,561.67999,1647500,561.67999
2014-05-27,556.00,566.00,554.34998,565.95001,2098400,565.95001
2014-05-23,547.26001,553.64001,543.70001,552.70001,1926900,552.70001
2014-05-22,541.13,547.59998,540.78003,545.06,1611400,545.06
2014-05-21,532.90002,539.18298,531.90997,538.94,1193000,538.94
2014-05-20,529.73999,536.22998,526.29999,529.77002,1779900,529.77002
2014-05-19,519.70001,529.78003,517.58301,528.85999,1274300,528.85999
2014-05-16,521.39001,521.79999,515.44,520.63,1481200,520.63
2014-05-15,525.70001,525.87,517.41998,519.97998,1699700,519.97998
2014-05-14,533.00,533.00,525.28998,526.65002,1188500,526.65002
2014-05-13,530.89001,536.07001,529.51001,533.09003,1648900,533.09003
2014-05-12,523.51001,530.19,519.01001,529.91998,1907300,529.91998
2014-05-09,510.75,519.90002,504.20001,518.72998,2432800,518.72998
2014-05-08,508.45999,517.22998,506.45001,511.00,2015800,511.00
2014-05-07,515.78998,516.67999,503.29999,509.95999,3215500,509.95999
2014-05-06,525.22998,526.81,515.06,515.14001,1684400,515.14001
2014-05-05,524.82001,528.90002,521.32001,527.81,1021300,527.81
2014-05-02,533.76001,534.00,525.60999,527.92999,1683900,527.92999
2014-05-01,527.10999,532.92999,523.88,531.34998,1900300,531.34998
2014-04-30,527.59998,528.00,522.52002,526.65997,1746400,526.65997
2014-04-29,516.90002,529.46002,516.32001,527.70001,2691700,527.70001
2014-04-28,517.17999,518.59998,502.79999,517.15002,3326400,517.15002
